"key","en","cs"
"gambling_den_owner.dialog[1]","Blackjack, slots, cards... take your pick!","Blackjack, automaty, karty... vyber si!"
"gambling_den_owner.dialog[2]","Don't worry about debt, we're... flexible.","S dluhy si nedělej starosti, jsme... flexibilní."
"gambling_den_owner.dialog[3]","The odds are fair, I promise!","Šance jsou férové, slibuji!"
"gambling_den_owner.farewell[0]","Come back soon, I enjoy your... patronage.","Vrať se brzy, užívám si tvou... přízeň."
"gambling_den_owner.farewell[1]","May luck be on your side! Or not...","Ať stojí štěstí na tvé straně! Nebo ne..."
"gambling_den_owner.farewell[2]","The tables will be waiting!","Stoly budou čekat!"
"gambling_den_owner.farewell[3]","Remember: you can't win if you don't play!","Pamatuj: nevyhraješ, když nebudeš hrát!"
"gambling_den_owner.greetings[0]","Welcome to my humble establishment!","Vítej v mém skromném podniku!"
"gambling_den_owner.greetings[1]","The house always wins, they say...","Říká se, že dům vždy vyhrává..."
"gambling_den_owner.greetings[2]","Care to test your luck today?","Chceš dnes vyzkoušet své štěstí?"
"gambling_den_owner.greetings[3]","Fortune favors the bold!","Štěstí přeje odvážným!"
"gambling_den_owner.name","<g:#9A7A40:#AA8A50>The Baron</g>","<g:#9A7A40:#AA8A50>The Baron</g>"
"gambling_den_owner.role","<g:#8A6A30:#9A7A40><Gambling Den Owner></g>","<g:#8A6A30:#9A7A40><Majitel herny></g>"
"get_loot_menu.infoButton.lore[0]","&8Support the plugins you enjoy!","&8Support the plugins you enjoy!"
"get_loot_menu.infoButton.name","&4&lEliteMobs &cby &4&lMagmaGuy","&4&lEliteMobs &cby &4&lMagmaGuy"
"get_loot_menu.itemFilterTranslation","Filter by items of this level.","Filtrovat podle předmětů této úrovně."
"get_loot_menu.leftButton.lore[0]","",""
"get_loot_menu.leftButton.name","Previous Item Ranks","Previous Item Ranks"
"get_loot_menu.menuName","[EM] Getloot menu","[EM] Nabídka kořisti"
"get_loot_menu.nextLoot.lore[0]","",""
"get_loot_menu.nextLoot.name","Next Loot Page","Next Loot Page"
"get_loot_menu.previousLoot.lore[0]","",""
"get_loot_menu.previousLoot.name","Previous Loot Page","Previous Loot Page"
"get_loot_menu.rightButton.lore[0]","",""
"get_loot_menu.rightButton.name","Next Item Ranks","Next Item Ranks"
"get_loot_menu.tierTranslation","Level","Úroveň"
"glowing.name","Glowing","Svítící"
"grappling_arrow.lore[0]","&eFire at a TARGET BLOCK to grapple!","&eVystřel na CÍLOVÝ BLOK a přitáhni se!"
"grappling_arrow.name","&6Grappling Arrow","&6Hákovací šíp"
"grappling_hook.name","Grappling Hook","Hákovací hák"
"grunts_boots.lore[0]","&2Awarded to those who challenge the","&2Uděleno těm, kteří vyzvou"
"grunts_boots.lore[1]","&2Wood League Arena!","&2Arénu Dřevěné ligy!"
"grunts_boots.name","&fGrunt's Boots","&fGruntovy boty"
"grunts_chestplate.lore[0]","&2Awarded to those who challenge the","&2Uděleno těm, kteří vyzvou"
"grunts_chestplate.lore[1]","&2Wood League Arena!","&2Arénu Dřevěné ligy!"
"grunts_chestplate.name","&fGrunt's Chestplate","&fGruntův hrudní plát"
"grunts_helmet.lore[0]","&2Awarded to those who challenge the","&2Uděleno těm, kteří vyzvou"
"grunts_helmet.lore[1]","&2Wood League Arena!","&2Arénu Dřevěné ligy!"
"grunts_helmet.name","&fGrunt's Helmet","&fGruntova helma"
"grunts_leggings.lore[0]","&2Awarded to those who challenge the","&2Uděleno těm, kteří vyzvou"
"grunts_leggings.lore[1]","&2Wood League Arena!","&2Arénu Dřevěné ligy!"
"grunts_leggings.name","&fGrunt's Leggings","&fGruntovy kalhoty"
"grunts_sword.lore[0]","&2Awarded to those who challenge the","&2Uděleno těm, kteří vyzvou"
"grunts_sword.lore[1]","&2Wood League Arena!","&2Arénu Dřevěné ligy!"
"grunts_sword.name","&fGrunt's Sword","&fGruntův meč"
"guide_0.dialog[0]","Heard about the AG?","Slyšel jsi o AG?"
"guide_0.dialog[1]","Been to the AG?","Byl jsi v AG?"
"guide_0.dialog[2]","Heard of the Adventurer's Guild?","Slyšel jsi o Cechu dobrodruhů?"
"guide_0.dialog[3]","Know about the Adventurer's Guild?","Víš o Cechu dobrodruhů?"
"guide_0.farewell[0]","Come back anytime","Vrať se kdykoli"
"guide_0.farewell[1]","I'll be here if you need me!","Budu tady, kdybys mě potřeboval!"
"guide_0.farewell[2]","I'll be around!","Budu poblíž!"
"guide_0.farewell[3]","See you later!","Uvidíme se později!"
"guide_0.greetings[0]","Heard about the AG?","Slyšel jsi o AG?"
"guide_0.greetings[1]","Been to the AG?","Byl jsi v AG?"
"guide_0.greetings[2]","Heard of the Adventurer's Guild?","Slyšel jsi o Cechu dobrodruhů?"
"guide_0.greetings[3]","Know about the Adventurer's Guild?","Víš o Cechu dobrodruhů?"
"guide_0.name","Dux","Dux"
"guide_0.role","<Guide>","<Průvodce>"
"guide_1.dialog[0]","I know everything about\nthis place!","Vím všechno o\ntomto místě!"
"guide_1.dialog[1]","Want to meet the other members\nof the Adventurer's Guild?","Chceš poznat ostatní členy\nCechu dobrodruhů?"
"guide_1.dialog[2]","Need to learn your way around\nthis place?","Potřebuješ se naučit orientovat\nna tomto místě?"
"guide_1.farewell[0]","Come back anytime","Vrať se kdykoli"
"guide_1.farewell[1]","I'll be here if you need me!","Budu tady, kdybys mě potřeboval!"
"guide_1.farewell[2]","I'll be around!","Budu poblíž!"
"guide_1.farewell[3]","See you later!","Uvidíme se později!"
"guide_1.greetings[0]","Need guidance?","Potřebuješ vedení?"
"guide_1.greetings[1]","Need a hint","Potřebuješ nápovědu"
"guide_1.greetings[2]","Are you lost?","Ztratil ses?"
"guide_1.greetings[3]","Need help?","Potřebuješ pomoc?"
"guide_1.name","Casus","Casus"
"guide_1.role","<Guide>","<Průvodce>"
"guild_attendant.dialog[0]","Check the questboard to\nsee active quests!","Podívej se na nástěnku úkolů,\nať vidíš aktivní úkoly!"
"guild_attendant.dialog[1]","You can talk to me to\nchange your guild rank!","Můžeš se mnou mluvit,\nabys změnil svou cechovní hodnost!"
"guild_attendant.dialog[2]","You can sell items to the\nblacksmith for coins!","Můžeš prodávat předměty\nkováři za mince!"
"guild_attendant.dialog[3]","You can talk to the arena\nmaster to take the arena on!","Můžeš mluvit s mistrem\narény a přijmout výzvu arény!"
"guild_attendant.dialog[4]","You can buy equipment from\nthe blacksmith!","Můžeš si koupit vybavení\nod kováře!"
"guild_attendant.dialog[5]","You can talk to the combat\nmaster to check your combat level!","Můžeš mluvit s mistrem\nboje a zkontrolovat svou bojovou úroveň!"
"guild_attendant.dialog[6]","Unlocking new guid tiers\nincreases your maximum health!","Odemknutí nových cechovních úrovní\nzvyšuje tvé maximální zdraví!"
"guild_attendant.farewell[0]","See you soon!","Brzy na viděnou!"
"guild_attendant.farewell[1]","Thanks for stopping by!","Díky, že ses zastavil!"
"guild_attendant.farewell[2]","Happy hunting!","Úspěšný lov!"
"guild_attendant.greetings[0]","Welcome to the\nAdventurer's Guild!","Vítej v\nCechu dobrodruhů!"
"guild_attendant.greetings[1]","Welcome!","Vítej!"
"guild_attendant.name","<g:#A89040:#B8A050>Gillian</g>","<g:#A89040:#B8A050>Gillian</g>"
"guild_attendant.role","<g:#988030:#A89040><Guild Attendant></g>","<g:#988030:#A89040><Asistent cechu></g>"
"hallosseum_amazing_treat.lore[0]","&eAn amazing snack!","&eÚžasná svačina!"
"hallosseum_amazing_treat.name","&aAmazing Treat!","&aÚžasná pochoutka!"
"hallosseum_axe_of_beheadings.lore[0]","&4Famously used to decapitate a","&4Proslule používaná ke stětí"
"hallosseum_axe_of_beheadings.lore[1]","&4certain headless horseman!","&4jistého bezhlavého jezdce!"
"hallosseum_axe_of_beheadings.name","&cAxe of Beheadings","&cSekera stínání"
"hallosseum_haunted_spear.lore[0]","&7Cursed by restless spirits,","&7Prokletá neklidnými duchy,"
"hallosseum_haunted_spear.lore[1]","&7it thirsts for blood.","&7žízní po krvi."
"hallosseum_haunted_spear.name","&8Haunted Spear","&8Strašidelné kopí"
"hallosseum_headless_blade.lore[0]","&4Forged from the horseman's","&4Ukovaná z jezdcových"
"hallosseum_headless_blade.lore[1]","&4lost memories.","&4ztracených vzpomínek."
"hallosseum_headless_blade.name","&cHeadless Blade","&cBezhlavá čepel"
"hallosseum_incredible_treat.lore[0]","&eAn incredible snack!","&eNeuvěřitelná svačina!"
"hallosseum_incredible_treat.name","&aIncredible Treat!","&aNeuvěřitelná pochoutka!"
"hallosseum_lair.customInfo[0]","&fThe 2020 spooky halloween encounter!","&fStrašidelné halloweenské setkání 2020!"
"hallosseum_lair.customInfo[1]","&6Credits: MagmaGuy & 69OzCanOfBepis","&6Autoři: MagmaGuy & 69OzCanOfBepis"
"hallosseum_lair.difficulties.0.name","normal","normal"
"hallosseum_lair.difficulties.1.name","hard","hard"
"hallosseum_lair.difficulties.2.name","mythic","mythic"
"hallosseum_lair.name","&2[Dynamic] &cThe Hallosseum","&2[Dynamic] &cHallosseum"
"hallosseum_lair.playerInfo","Difficulty: &chard
$bossCount level $lowestTier Big Boss!
&6A fun Halloween challenge!","Obtížnost: &ctěžká
$bossCount Boss úrovně $lowestTier!
&6Zábavná halloweenská výzva!"
"hallosseum_lair.regionEnterMessage","&8[EM] &4Trick or treat! &8Your soul is mine!","&8[EM] &4Koledu, nebo ti něco provedu! &8Tvoje duše je má!"
"hallosseum_lair.regionLeaveMessage","&8[EM] &4You've escaped with your soul intact.","&8[EM] &4Utekl jsi s neporušenou duší."
"hallosseum_phantom_crossbow.lore[0]","&7Spectral bolts phase through","&7Spektrální šípy procházejí skrz"
"hallosseum_phantom_crossbow.lore[1]","&7armor and bone alike.","&7brnění i kosti."
"hallosseum_phantom_crossbow.name","&8Phantom Crossbow","&8Fantomová kuše"
"hallosseum_reaper_scythe.lore[0]","&cDeath itself swings this","&cSama smrt třímá tento"
"hallosseum_reaper_scythe.lore[1]","&cdark harvest tool.","&ctemný nástroj sklizně."
"hallosseum_reaper_scythe.name","&4Reaper's Scythe","&4Žnecova kosa"
"hallosseum_skull_crusher.lore[0]","&cOne swing is all it takes","&cStačí jediný švih"
"hallosseum_skull_crusher.lore[1]","&cto shatter bone.","&ck rozbití kostí."
"hallosseum_skull_crusher.name","&4Skull Crusher","&4Drtič lebek"
"hallosseum_teleporter.greetings[0]","",""
"hallosseum_teleporter.name","<g:#9A5A30:#AA6A40>Haunted Harbinger</g>","<g:#9A5A30:#AA6A40>Pronásledovaný věštec</g>"
"hallosseum_teleporter.role","<g:#8A4A20:#9A5A30><Hallosseum></g>","<g:#8A4A20:#9A5A30><Hallosseum></g>"
"hallosseum_treat.lore[0]","&eA delicious snack!","&eLahodná svačina!"
"hallosseum_treat.name","&aTreat!","&aPochoutka!"
"hallosseum_treat_v2.lore[0]","&eA delicious snack!","&eLahodná svačina!"
"hallosseum_treat_v2.name","&aTreat!","&aPochoutka!"
"hallowed_haunt_teleporter.greetings[0]","",""
"hallowed_haunt_teleporter.name","<g:#9A8AAA:#AA9ABA>Alaric Greystone</g>","<g:#9A8AAA:#AA9ABA>Alaric Greystone</g>"
"hallowed_haunt_teleporter.role","<g:#8A7A9A:#9A8AAA><Hallowed Haunt></g>","<g:#8A7A9A:#9A8AAA><Hallowed Haunt></g>"
"hallowed_skeleton_mboss_drop_axe_tank_hard.lore[0]","&2A mighty axe that is excellent for","&2Mocná sekera, která je skvělá pro"
"hallowed_skeleton_mboss_drop_axe_tank_hard.lore[1]","&2deflecting incoming strikes.","&2odrážení přicházejících úderů."
"hallowed_skeleton_mboss_drop_axe_tank_hard.name","&2[Hard] Bone Cleaver","&2[Hard] Sekáč kostí"
"hallowed_skeleton_mboss_drop_axe_tank_mythic.lore[0]","&2A mighty axe that is excellent for","&2Mocná sekera, která je skvělá pro"
"hallowed_skeleton_mboss_drop_axe_tank_mythic.lore[1]","&2deflecting incoming strikes.","&2odrážení přicházejících úderů."
"hallowed_skeleton_mboss_drop_axe_tank_mythic.name","&2[Mythic] Bone Cleaver","&2[Mythic] Sekáč kostí"
"hallowed_skeleton_mboss_drop_axe_tank_normal.lore[0]","&2A mighty axe that is excellent for","&2Mocná sekera, která je skvělá pro"
"hallowed_skeleton_mboss_drop_axe_tank_normal.lore[1]","&2deflecting incoming strikes.","&2odrážení přicházejících úderů."
"hallowed_skeleton_mboss_drop_axe_tank_normal.name","&2[Normal] Bone Cleaver","&2[Normal] Sekáč kostí"
"hallowed_skeleton_mboss_drop_helmet_dps_hard.lore[0]","&aA crown worthy of those who","&aKoruna hodná těch, kteří"
"hallowed_skeleton_mboss_drop_helmet_dps_hard.lore[1]","&aseek out combat.","&avyhledávají boj."
"hallowed_skeleton_mboss_drop_helmet_dps_hard.name","&a[Hard] Hallowed Crown","&a[Hard] Posvěcená koruna"
"hallowed_skeleton_mboss_drop_helmet_dps_mythic.lore[0]","&aA crown worthy of those who","&aKoruna hodná těch, kteří"
"hallowed_skeleton_mboss_drop_helmet_dps_mythic.lore[1]","&aseek out combat.","&avyhledávají boj."
"hallowed_skeleton_mboss_drop_helmet_dps_mythic.name","&a[Mythic] Hallowed Crown","&a[Mythic] Posvěcená koruna"
"hallowed_skeleton_mboss_drop_helmet_dps_normal.lore[0]","&aA crown worthy of those who","&aKoruna hodná těch, kteří"
"hallowed_skeleton_mboss_drop_helmet_dps_normal.lore[1]","&aseek out combat.","&avyhledávají boj."
"hallowed_skeleton_mboss_drop_helmet_dps_normal.name","&a[Normal] Hallowed Crown","&a[Normal] Posvěcená koruna"
"hallowed_skeleton_mboss_drop_helmet_tank_hard.lore[0]","&2A coronet worn by those who dedicate","&2Čelenka nošená těmi, kdo zasvětili"
"hallowed_skeleton_mboss_drop_helmet_tank_hard.lore[1]","&2their lives to protecting others.","&2své životy ochraně ostatních."
"hallowed_skeleton_mboss_drop_helmet_tank_hard.name","&2[Hard] Hallowed Coronet","&2[Hard] Posvěcená čelenka"
"hallowed_skeleton_mboss_drop_helmet_tank_mythic.lore[0]","&2A coronet worn by those who dedicate","&2Čelenka nošená těmi, kdo zasvětili"
"hallowed_skeleton_mboss_drop_helmet_tank_mythic.lore[1]","&2their lives to protecting others.","&2své životy ochraně ostatních."
"hallowed_skeleton_mboss_drop_helmet_tank_mythic.name","&2[Mythic] Hallowed Coronet","&2[Mythic] Posvěcená čelenka"
"hallowed_skeleton_mboss_drop_helmet_tank_normal.lore[0]","&2A coronet worn by those who dedicate","&2Čelenka nošená těmi, kdo zasvětili"
"hallowed_skeleton_mboss_drop_helmet_tank_normal.lore[1]","&2their lives to protecting others.","&2své životy ochraně ostatních."
"hallowed_skeleton_mboss_drop_helmet_tank_normal.name","&2[Normal] Hallowed Coronet","&2[Normal] Posvěcená čelenka"
"hallowed_skeleton_mboss_drop_sword_dps_hard.lore[0]","&aSharp enough to slice through the","&aDost ostrý na to, aby prořízl i"
"hallowed_skeleton_mboss_drop_sword_dps_hard.lore[1]","&atoughest bones.","&anejtvrdší kosti."
"hallowed_skeleton_mboss_drop_sword_dps_hard.name","&a[Hard] Bone Slicer","&a[Hard] Řezač kostí"
"hallowed_skeleton_mboss_drop_sword_dps_mythic.lore[0]","&aSharp enough to slice through the","&aDost ostrý na to, aby prořízl i"
"hallowed_skeleton_mboss_drop_sword_dps_mythic.lore[1]","&atoughest bones.","&anejtvrdší kosti."
"hallowed_skeleton_mboss_drop_sword_dps_mythic.name","&a[Mythic] Bone Slicer","&a[Mythic] Řezač kostí"
"hallowed_skeleton_mboss_drop_sword_dps_normal.lore[0]","&aSharp enough to slice through the","&aDost ostrý na to, aby prořízl i"
"hallowed_skeleton_mboss_drop_sword_dps_normal.lore[1]","&atoughest bones.","&anejtvrdší kosti."
"hallowed_skeleton_mboss_drop_sword_dps_normal.name","&a[Normal] Bone Slicer","&a[Normal] Řezač kostí"
"halloween_event_boss_mount.name","$minibossLevel Daredevil","$minibossLevel Odvážlivec"
"halloween_event_boss_p1.deathMessage","&4The headless horseman was vanquished by $players!","&4Bezhlavý jezdec byl poražen hráči $players!"
"halloween_event_boss_p1.escapeMessage","&4The headless horseman has left to haunt someone's dreams!","&4Bezhlavý jezdec odešel strašit něčí sny!"
"halloween_event_boss_p1.locationMessage","&4Dullahan: $distance blocks away!","&4Dullahan: $distance bloků daleko!"
"halloween_event_boss_p1.name","$bossLevel Dullahan","$bossLevel Dullahan"
"halloween_event_boss_p1.spawnMessage","&4Don't lose your head now, the headless horseman walks the earth once again!","&4Neztraťte teď hlavu, bezhlavý jezdec znovu kráčí po zemi!"
"halloween_event_boss_p2.deathMessage","&4The headless horseman was vanquished by $players!","&4Bezhlavého jezdce porazili $players!"
"halloween_event_boss_p2.deathMessages[0]","&e&l---------------------------------------------","&e&l---------------------------------------------"
"halloween_event_boss_p2.deathMessages[1]","&4The Headless Horseman was vanquished!","&4Bezhlavý jezdec byl poražen!"
"halloween_event_boss_p2.deathMessages[2]","&c&l    1st Damager: $damager1name &cwith $damager1damage damage!","&c&l    1. útočník: $damager1name &cs $damager1damage poškození!"
"halloween_event_boss_p2.deathMessages[3]","&6&l    2nd Damager: $damager2name &6with $damager2damage damage!","&6&l    2. útočník: $damager2name &6s $damager2damage poškození!"
"halloween_event_boss_p2.deathMessages[4]","&e&l    3rd Damager: $damager3name &ewith $damager3damage damage!","&e&l    3. útočník: $damager3name &es $damager3damage poškození!"
"halloween_event_boss_p2.deathMessages[5]","&4Slayers: $players","&4Přemožitelé: $players"
"halloween_event_boss_p2.deathMessages[6]","&e&l---------------------------------------------","&e&l---------------------------------------------"
"halloween_event_boss_p2.escapeMessage","&4The headless horseman has left to haunt someone's dreams!","&4Bezhlavý jezdec odešel strašit něčí sny!"
"halloween_event_boss_p2.locationMessage","&4Dullahan: $distance blocks away!","&4Dullahan: $distance bloků daleko!"
"halloween_event_boss_p2.name","$bossLevel Dullahan","$bossLevel Dullahan"
"halloween_event_boss_reinforcement.name","$reinforcementLevel Spooky Skeleton","$reinforcementLevel Strašidelný kostlivec"
"haste.name","Haste","Spěch"
"health_boost.name","Health Boost","Posílení zdraví"
"hiddenchamber_barren_lightning_rod.lore[0]","Summons the sky to come","Přivolává nebe, aby přišlo"
"hiddenchamber_barren_lightning_rod.lore[1]","aid you in your fight.","pomoci ti ve tvém boji."
"hiddenchamber_barren_lightning_rod.name","&2Lightning Rod","&2Hromosvod"
"hiddenchamber_desert_fire_charm.lore[0]","Your best friend in the nether","Tvůj nejlepší přítel v Netheru"
"hiddenchamber_desert_fire_charm.name","&6Fire Charm","&6Ohnivý talisman"
"hiddenchamber_end_charm.lore[0]","Power of the end has its strengths","Síla Endu má své přednosti"
"hiddenchamber_end_charm.lore[1]","and its weaknesses...","a své slabiny..."
"hiddenchamber_end_charm.name","&5End Charm","&5Endový talisman"
"hiddenchamber_nether_pyre_cleaver.lore[0]","Awarded to those who free the hidden chamber","Uděleno těm, kdo osvobodí skrytou komnatu"
"hiddenchamber_nether_pyre_cleaver.lore[1]","from its monster ","od jeho monstra "
"hiddenchamber_nether_pyre_cleaver.name","&4Pyre's Cleaver","&4Pyreův sekáček"
"hiddenchamber_tundra_guardian_boots.lore[0]","Extracted from the earth's melting glaciers","Vytěženo z tajících ledovců země"
"hiddenchamber_tundra_guardian_boots.name","&9Guardian's Boots","&9Strážcovy boty"
"hiddenchamber_tundra_guardian_chestplate.lore[0]","Extracted from the earth's melting glaciers","Vytěženo z tajících ledovců země"
"hiddenchamber_tundra_guardian_chestplate.name","&9Guardian's Chestplate","&9Strážcův náprsník"
"hiddenchamber_tundra_guardian_helmet.lore[0]","Extracted from the earth's melting glaciers","Vytěženo z tajících ledovců země"
"hiddenchamber_tundra_guardian_helmet.name","&9Guardian's Helmet","&9Strážcova přilba"
"hiddenchamber_tundra_guardian_leggings.lore[0]","Extracted from the earth's melting glaciers","Vytěženo z tajících ledovců země"
"hiddenchamber_tundra_guardian_leggings.name","&9Guardian's Chestplate","&9Strážcův náprsník"
"himiko_boss_drop_axe_tank_hard.lore[0]","&5May this axe protect you from harm.","&5Kéž tě tato sekera chrání před újmou."
"himiko_boss_drop_axe_tank_hard.name","&5Eternal Protector [Hard]","&5Věčný ochránce [Hard]"
"himiko_boss_drop_axe_tank_mythic.lore[0]","&5May this axe protect you from harm.","&5Kéž tě tato sekera chrání před újmou."
"himiko_boss_drop_axe_tank_mythic.name","&5Eternal Protector [Mythic]","&5Věčný ochránce [Mythic]"
"himiko_boss_drop_axe_tank_normal.lore[0]","&5May this axe protect you from harm.","&5Kéž tě tato sekera chrání před újmou."
"himiko_boss_drop_axe_tank_normal.name","&5Eternal Protector [Normal]","&5Věčný ochránce [Normal]"
"himiko_boss_drop_boots_dps_hard.lore[0]","&dPerfect companions during combat.","&dDokonalí společníci v boji."
"himiko_boss_drop_boots_dps_hard.name","&dWarriors Boots [Hard]","&dVálečníkovy boty [Hard]"
"himiko_boss_drop_boots_dps_mythic.lore[0]","&dPerfect companions during combat.","&dDokonalí společníci v boji."
"himiko_boss_drop_boots_dps_mythic.name","&dWarriors Boots [Mythic]","&dVálečníkovy boty [Mythic]"
"himiko_boss_drop_boots_dps_normal.lore[0]","&dPerfect companions during combat.","&dDokonalí společníci v boji."
"himiko_boss_drop_boots_dps_normal.name","&dWarriors Boots [Normal]","&dVálečníkovy boty [Normal]"
"himiko_boss_drop_boots_tank_hard.lore[0]","&5Finally a piece of armor","&5Konečně kus brnění"
"himiko_boss_drop_boots_tank_hard.lore[1]","&5worthy of your toes.","&5hodný tvých prstů na nohou."
"himiko_boss_drop_boots_tank_hard.name","&5Hardened Steel Boots [Hard]","&5Kalené ocelové boty [Hard]"
"himiko_boss_drop_boots_tank_mythic.lore[0]","&5Finally a piece of armor","&5Konečně kus brnění"
"himiko_boss_drop_boots_tank_mythic.lore[1]","&5worthy of your toes.","&5hodný tvých prstů na nohou."
"himiko_boss_drop_boots_tank_mythic.name","&5Hardened Steel Boots [Mythic]","&5Kalené ocelové boty [Mythic]"
"himiko_boss_drop_boots_tank_normal.lore[0]","&5Finally a piece of armor","&5Konečně kus brnění"
"himiko_boss_drop_boots_tank_normal.lore[1]","&5worthy of your toes.","&5hodný tvých prstů na nohou."
"himiko_boss_drop_boots_tank_normal.name","&5Hardened Steel Boots [Normal]","&5Kalené ocelové boty [Normal]"
"himiko_boss_drop_bow_dps_hard.lore[0]","&dA sacred bow crafted from sanctified","&dPosvátný luk vyrobený z posvěcené"
"himiko_boss_drop_bow_dps_hard.lore[1]","&dbone. Its arrows fly true, guided by","&dkosti. Jeho šípy létají přesně, vedené"
"himiko_boss_drop_bow_dps_hard.lore[2]","&dthe will of the saints.","&dvůlí světců."
"himiko_boss_drop_bow_dps_hard.name","&dDivine Longbow [Hard]","&dBožský dlouhý luk [Hard]"
"himiko_boss_drop_bow_dps_mythic.lore[0]","&dA sacred bow crafted from sanctified","&dPosvátný luk vyrobený z posvěcené"
"himiko_boss_drop_bow_dps_mythic.lore[1]","&dbone. Its arrows fly true, guided by","&dkosti. Jeho šípy létají přesně, vedené"
"himiko_boss_drop_bow_dps_mythic.lore[2]","&dthe will of the saints.","&dvůlí světců."
"himiko_boss_drop_bow_dps_mythic.name","&dDivine Longbow [Mythic]","&dBožský dlouhý luk [Mythic]"
"himiko_boss_drop_bow_dps_normal.lore[0]","&dA sacred bow crafted from sanctified","&dPosvátný luk vyrobený z posvěcené"
"himiko_boss_drop_bow_dps_normal.lore[1]","&dbone. Its arrows fly true, guided by","&dkosti. Jeho šípy létají přesně, vedené"
"himiko_boss_drop_bow_dps_normal.lore[2]","&dthe will of the saints.","&dvůlí světců."
"himiko_boss_drop_bow_dps_normal.name","&dDivine Longbow [Normal]","&dBožský dlouhý luk [Normal]"
"himiko_boss_drop_chestplate_dps_hard.lore[0]","&dLike its namesake this armor is full of surprises.","&dStejně jako jeho jméno je toto brnění plné překvapení."
"himiko_boss_drop_chestplate_dps_hard.name","&dHimikos Wrath [Hard]","&dHimikin hněv [Hard]"
"himiko_boss_drop_chestplate_dps_mythic.lore[0]","&dLike it's namesake this armor is full of surprises.","&dStejně jako jeho jméno je toto brnění plné překvapení."
"himiko_boss_drop_chestplate_dps_mythic.name","&dHimikos Wrath [Mythic]","&dHimikin hněv [Mythic]"
"himiko_boss_drop_chestplate_dps_normal.lore[0]","&dLike its namesake this armor is full of surprises.","&dStejně jako jeho jméno je toto brnění plné překvapení."
"himiko_boss_drop_chestplate_dps_normal.name","&dHimikos Wrath [Normal]","&dHimikin hněv [Normal]"
"himiko_boss_drop_chestplate_tank_hard.lore[0]","&5This armor reminds you of that horrible lich","&5Toto brnění ti připomíná toho hrozného licha"
"himiko_boss_drop_chestplate_tank_hard.lore[1]","&5skeleton. You hope you do not have to fight","&5kostlivce. Doufáš, že už nebudeš muset bojovat"
"himiko_boss_drop_chestplate_tank_hard.lore[2]","&5anything like that ever again.","&5s ničím takovým nikdy znovu."
"himiko_boss_drop_chestplate_tank_hard.name","&5Himikos Gift [Hard]","&5Himikin dar [Hard]"
"himiko_boss_drop_chestplate_tank_mythic.lore[0]","&5This armor reminds you of that horrible lich","&5Toto brnění ti připomíná toho hrozného licha"
"himiko_boss_drop_chestplate_tank_mythic.lore[1]","&5skeleton. You hope you do not have to fight","&5kostlivce. Doufáš, že už nebudeš muset bojovat"
"himiko_boss_drop_chestplate_tank_mythic.lore[2]","&5anything like that ever again.","&5s ničím takovým nikdy znovu."
"himiko_boss_drop_chestplate_tank_mythic.name","&5Himikos Gift [Mythic]","&5Himikin dar [Mythic]"
"himiko_boss_drop_chestplate_tank_normal.lore[0]","&5This armor reminds you of that horrible lich","&5Toto brnění ti připomíná toho hrozného licha"
"himiko_boss_drop_chestplate_tank_normal.lore[1]","&5skeleton. You hope you do not have to fight","&5kostlivce. Doufáš, že už nebudeš muset bojovat"
"himiko_boss_drop_chestplate_tank_normal.lore[2]","&5anything like that ever again.","&5s ničím takovým nikdy znovu."
"himiko_boss_drop_chestplate_tank_normal.name","&5Himikos Gift [Normal]","&5Himikin dar [Normal]"
"himiko_boss_drop_crossbow_dps_hard.lore[0]","&dA powerful crossbow blessed by divine","&dMocná kuše požehnaná božskými"
"himiko_boss_drop_crossbow_dps_hard.lore[1]","&drites. Each bolt strikes with holy","&dobřady. Každý šroub zasahuje svatou"
"himiko_boss_drop_crossbow_dps_hard.lore[2]","&dvengeance against the undead.","&dpomstou proti nemrtvým."
"himiko_boss_drop_crossbow_dps_hard.name","&dHoly Arbalest [Hard]","&dSvatá arbaleta [Hard]"
"himiko_boss_drop_crossbow_dps_mythic.lore[0]","&dA powerful crossbow blessed by divine","&dMocná kuše požehnaná božskými"
"himiko_boss_drop_crossbow_dps_mythic.lore[1]","&drites. Each bolt strikes with holy","&dobřady. Každý šroub zasahuje svatou"
"himiko_boss_drop_crossbow_dps_mythic.lore[2]","&dvengeance against the undead.","&dpomstou proti nemrtvým."
"himiko_boss_drop_crossbow_dps_mythic.name","&dHoly Arbalest [Mythic]","&dSvatá arbaleta [Mythic]"
"himiko_boss_drop_crossbow_dps_normal.lore[0]","&dA powerful crossbow blessed by divine","&dMocná kuše požehnaná božskými"
"himiko_boss_drop_crossbow_dps_normal.lore[1]","&drites. Each bolt strikes with holy","&dobřady. Každý šroub zasahuje svatou"
"himiko_boss_drop_crossbow_dps_normal.lore[2]","&dvengeance against the undead.","&dpomstou proti nemrtvým."
"himiko_boss_drop_crossbow_dps_normal.name","&dHoly Arbalest [Normal]","&dSvatá arbaleta [Normal]"
"himiko_boss_drop_crossbow_tank_hard.lore[0]","&5A vigilant crossbow carried by the","&5Ostražitá kuše nošená"
"himiko_boss_drop_crossbow_tank_hard.lore[1]","&5monastery sentinels. It stands watch","&5klášterními strážci. Věčně bdí"
