"key","en","cs"
"StaticItemNames.maceNames[27]","The Concussor","Otřásač"
"StaticItemNames.maceNames[28]","Mace of Agony","Palice agónie"
"StaticItemNames.maceNames[29]","Bloodmaul","Krvavá palice"
"StaticItemNames.maceNames[30]","The Flattener","Uhlazovač"
"StaticItemNames.maceNames[31]","Titangrip","Titánský sevřením"
"StaticItemNames.maceNames[32]","Mace of the Colossus","Palice Kolose"
"StaticItemNames.maceNames[33]","Ashpound","Popelový úder"
"StaticItemNames.maceNames[34]","Thunderstrike Mace","Hromový úder"
"StaticItemNames.maceNames[35]","The Basher","Mlátič"
"StaticItemNames.maceNames[36]","Grimhammer","Pochmurné kladivo"
"StaticItemNames.maceNames[37]","Mace of the Pit","Palice jámy"
"StaticItemNames.maceNames[38]","Hellfury","Pekelná zuřivost"
"StaticItemNames.maceNames[39]","Spinebreaker","Lámač páteří"
"StaticItemNames.maceNames[40]","The Wallbreaker","Lámač zdí"
"StaticItemNames.maceNames[41]","Mace of Despair","Palice zoufalství"
"StaticItemNames.maceNames[42]","Doomgrip","Záhubné sevření"
"StaticItemNames.maceNames[43]","Obsidian Maul","Obsidiánová palice"
"StaticItemNames.maceNames[44]","The Demolisher","Demolér"
"StaticItemNames.maceNames[45]","Mace of the Warchief","Palice válečného náčelníka"
"StaticItemNames.maceNames[46]","Blazehammer","Žhavé kladivo"
"StaticItemNames.maceNames[47]","Earthcrusher","Zemský drtič"
"StaticItemNames.maceNames[48]","The Bludgeon of Woe","Kyj bídy"
"StaticItemNames.maceNames[49]","Mace of the Overlord","Palice nejvyššího pána"
"StaticItemNames.maceNames[50]","Rusted Basher","Zrezivělý mlátič"
"StaticItemNames.maceNames[51]","Nightfall Mace","Noční palice"
"StaticItemNames.maceNames[52]","The Piledriver","Beranidlo"
"StaticItemNames.maceNames[53]","Glacial Maul","Ledovcová palice"
"StaticItemNames.maceNames[54]","Warcrusher","Válečný drtič"
"StaticItemNames.maceNames[55]","Mace of the Forge","Palice kovárny"
"StaticItemNames.maceNames[56]","Grimstone","Ponurý kámen"
"StaticItemNames.maceNames[57]","The Headcrusher","Drtič hlav"
"StaticItemNames.maceNames[58]","Mace of the Damned","Palice prokletých"
"StaticItemNames.maceNames[59]","Emberhammer","Žhavé kladivo"
"StaticItemNames.maceNames[60]","Shadowstrike Mace","Stínová úderová palice"
"StaticItemNames.maceNames[61]","The Wrecker","Ničitel"
"StaticItemNames.maceNames[62]","Mace of the Storm","Palice bouře"
"StaticItemNames.maceNames[63]","Bonegrinder","Mlýnek na kosti"
"StaticItemNames.maceNames[64]","Felmaul","Pekelná palice"
"StaticItemNames.maceNames[65]","The Smasher","Rozbíječ"
"StaticItemNames.maceNames[66]","Mace of the Abyss","Palice propasti"
"StaticItemNames.maceNames[67]","Ironhammer","Železné kladivo"
"StaticItemNames.maceNames[68]","Doomstrike","Záhubný úder"
"StaticItemNames.maceNames[69]","Blighthammer","Morové kladivo"
"StaticItemNames.maceNames[70]","The Boneyard","Kostnice"
"StaticItemNames.maceNames[71]","Mace of the Grave","Palice hrobu"
"StaticItemNames.maceNames[72]","Firestrike Mace","Ohnivá úderová palice"
"StaticItemNames.maceNames[73]","Thunderjudge","Hromový soudce"
"StaticItemNames.maceNames[74]","The Annihilator","Vyhlazovač"
"StaticItemNames.maceNames[75]","Mace of the Horde","Palice hordy"
"StaticItemNames.maceNames[76]","Steelcrusher","Ocelový drtič"
"StaticItemNames.maceNames[77]","Nightmaul","Noční palice"
"StaticItemNames.maceNames[78]","The Bruiser","Mlátič"
"StaticItemNames.maceNames[79]","Mace of Retribution","Palice odplaty"
"StaticItemNames.maceNames[80]","Ashmaul","Popelová palice"
"StaticItemNames.maceNames[81]","Warstone Mace","Válečná kamenná palice"
"StaticItemNames.maceNames[82]","The Crusher of Skulls","Drtič lebek"
"StaticItemNames.maceNames[83]","Mace of the Iron Fist","Palice železné pěsti"
"StaticItemNames.maceNames[84]","Dreadstrike","Děsivý úder"
"StaticItemNames.maceNames[85]","Frostmaul","Mrazivá palice"
"StaticItemNames.maceNames[86]","The Obliterator","Vymazávač"
"StaticItemNames.maceNames[87]","Mace of the Titan","Palice Titána"
"StaticItemNames.maceNames[88]","Bloodgrinder","Krvavý mlýnek"
"StaticItemNames.maceNames[89]","Chaoshammer","Chaotické kladivo"
"StaticItemNames.maceNames[90]","The Ramrod","Beranidlo"
"StaticItemNames.maceNames[91]","Mace of the Sentinel","Palice strážce"
"StaticItemNames.maceNames[92]","Grimjudge","Ponurý soudce"
"StaticItemNames.maceNames[93]","Blackhammer","Černé kladivo"
"StaticItemNames.maceNames[94]","The Warmaul","Válečná palice"
"StaticItemNames.maceNames[95]","Mace of the Broken","Palice zlomených"
"StaticItemNames.maceNames[96]","Earthpound","Zemský úder"
"StaticItemNames.maceNames[97]","Venomstrike Mace","Jedovatá úderová palice"
"StaticItemNames.maceNames[98]","The Gavel of Fate","Palička osudu"
"StaticItemNames.maceNames[99]","Mace of the Undying","Palice nesmrtelných"
"StaticItemNames.maceNames[100]","Ironbreaker","Lámač železa"
"StaticItemNames.maceNames[101]","Doompound","Záhubný úder"
"StaticItemNames.maceNames[102]","The Demolition","Demolice"
"StaticItemNames.maceNames[103]","Mace of the Conqueror","Palice dobyvatele"
"StaticItemNames.maceNames[104]","Frostcrusher","Mrazivý drtič"
"StaticItemNames.maceNames[105]","Blazemaul","Žhavá palice"
"StaticItemNames.maceNames[106]","The Iron Verdict","Železný verdikt"
"StaticItemNames.maceNames[107]","Mace of Anguish","Palice úzkosti"
"StaticItemNames.maceNames[108]","Grimcrusher","Ponurý drtič"
"StaticItemNames.maceNames[109]","Thunderbound","Hromově svázaný"
"StaticItemNames.maceNames[110]","The Breaker of Men","Drtič mužů"
"StaticItemNames.maceNames[111]","Mace of the Warden","Palice strážce"
"StaticItemNames.maceNames[112]","Stoneham","Kameník"
"StaticItemNames.maceNames[113]","Dreadpound","Hrůzotluč"
"StaticItemNames.maceNames[114]","Hellmaul","Pekelná palice"
"StaticItemNames.maceNames[115]","The Judicator","Soudce"
"StaticItemNames.maceNames[116]","Mace of the Bloodline","Palice krve"
"StaticItemNames.maceNames[117]","Warbound Hammer","Válečně vázané kladivo"
"StaticItemNames.maceNames[118]","Ashstrike","Popelový úder"
"StaticItemNames.maceNames[119]","The Bone Anvil","Kostní kovadlina"
"StaticItemNames.maceNames[120]","Mace of the Reaver","Palice dravce"
"StaticItemNames.maceNames[121]","Shadowmaul","Stínová palice"
"StaticItemNames.maceNames[122]","Frosthammer","Mrazivé kladivo"
"StaticItemNames.maceNames[123]","The Impactor","Úderník"
"StaticItemNames.maceNames[124]","Mace of Perdition","Palice záhuby"
"StaticItemNames.maceNames[125]","Crimson Crusher","Karmínový drtič"
"StaticItemNames.maceNames[126]","Voidstrike Mace","Palice úderu prázdnoty"
"StaticItemNames.maceNames[127]","The Guillotine Grip","Úchop gilotiny"
"StaticItemNames.maceNames[128]","Mace of the Gladiator","Palice gladiátora"
"StaticItemNames.maceNames[129]","Ironmaul","Železná palice"
"StaticItemNames.maceNames[130]","Doomcrusher","Drtič záhuby"
"StaticItemNames.maceNames[131]","The Batter","Rozbíječ"
"StaticItemNames.maceNames[132]","Mace of the Scarred","Palice jizev"
"StaticItemNames.maceNames[133]","Ember Basher","Popelový mlátič"
"StaticItemNames.maceNames[134]","Stormcrusher","Bouřný drtič"
"StaticItemNames.maceNames[135]","The Knuckle","Pěst"
"StaticItemNames.maceNames[136]","Mace of the Raider","Palice nájezdníka"
"StaticItemNames.maceNames[137]","Grimstrike","Temný úder"
"StaticItemNames.maceNames[138]","Blazebound Mace","Ohněm vázaná palice"
"StaticItemNames.maceNames[139]","The Shatterer","Rozbíječ"
"StaticItemNames.maceNames[140]","Mace of the Black Sun","Palice černého slunce"
"StaticItemNames.maceNames[141]","Warpound","Křivý úder"
"StaticItemNames.maceNames[142]","Nightcrusher","Noční drtič"
"StaticItemNames.maceNames[143]","The Iron Fist","Železná pěst"
"StaticItemNames.maceNames[144]","Mace of the Blighted","Palice zkažených"
"StaticItemNames.maceNames[145]","Bonepound","Kostní úder"
"StaticItemNames.maceNames[146]","Helljudge","Pekelní soudce"
"StaticItemNames.maceNames[147]","The Cranium Cracker","Louskáč lebek"
"StaticItemNames.maceNames[148]","Mace of the Howling Wind","Palice řvoucího větru"
"StaticItemNames.maceNames[149]","Thundercrusher","Bleskový drtič"
"StaticItemNames.maceNames[150]","Froststrike Mace","Mrazivá palice úderu"
"StaticItemNames.maceNames[151]","The Concussion","Otřes"
"StaticItemNames.maceNames[152]","Mace of the Marauder","Palice nájezdníka"
"StaticItemNames.maceNames[153]","Darkmaul","Temná palice"
"StaticItemNames.maceNames[154]","Ashcrusher","Popelový drtič"
"StaticItemNames.maceNames[155]","The Brainbuster","Louskáč mozků"
"StaticItemNames.maceNames[156]","Mace of the Savage","Palice divocha"
"StaticItemNames.maceNames[157]","Runebound Mace","Runami vázaná palice"
"StaticItemNames.maceNames[158]","Steelmaul","Ocelová palice"
"StaticItemNames.maceNames[159]","The Thud","Úder"
"StaticItemNames.maceNames[160]","Mace of the Elder","Palice staršího"
"StaticItemNames.maceNames[161]","Chaoscrusher","Chaosový drtič"
"StaticItemNames.maceNames[162]","Grimbound","Temně vázaný"
"StaticItemNames.maceNames[163]","The Wrecking Ball","Ničící koule"
"StaticItemNames.maceNames[164]","Mace of the Ashen Lord","Palice popelového pána"
"StaticItemNames.maceNames[165]","Flamecrusher","Plamenný drtič"
"StaticItemNames.maceNames[166]","Dreadbound Mace","Hrůzou vázaná palice"
"StaticItemNames.maceNames[167]","The Skullforge","Kovárna lebek"
"StaticItemNames.maceNames[168]","Mace of the Frozen Heart","Palice zmrzlého srdce"
"StaticItemNames.maceNames[169]","Warsmasher","Válečný rozbíječ"
"StaticItemNames.maceNames[170]","Nether Mace","Netherská palice"
"StaticItemNames.maceNames[171]","The Bonegrip","Kostní úchop"
"StaticItemNames.maceNames[172]","Mace of the Runekeeper","Palice strážce run"
"StaticItemNames.maceNames[173]","Earthmaul","Zemní palice"
"StaticItemNames.maceNames[174]","Blazecrusher","Plamenný drtič"
"StaticItemNames.maceNames[175]","The Iron Sentence","Železný rozsudek"
"StaticItemNames.maceNames[176]","Mace of the Shattered","Palice roztříštěných"
"StaticItemNames.maceNames[177]","Stonemaul","Kamenná palice"
"StaticItemNames.maceNames[178]","Crimson Basher","Karmínový mlátič"
"StaticItemNames.maceNames[179]","The Headsman's Mace","Palice kata"
"StaticItemNames.maceNames[180]","Mace of the Unyielding","Palice neústupného"
"StaticItemNames.maceNames[181]","Frostbound Basher","Mrazivě vázaný mlátič"
"StaticItemNames.maceNames[182]","Grimmaul","Temná palice"
"StaticItemNames.maceNames[183]","The Executioner's Grip","Úchop kata"
"StaticItemNames.maceNames[184]","Mace of the Void","Palice prázdnoty"
"StaticItemNames.maceNames[185]","Thundermaul Strike","Bleskový úder"
"StaticItemNames.maceNames[186]","Doombound Mace","Záhubou vázaná palice"
"StaticItemNames.maceNames[187]","The Tremor","Otřes"
"StaticItemNames.maceNames[188]","Mace of the Warpath","Palice válečné stezky"
"StaticItemNames.maceNames[189]","Embercrusher","Popelový drtič"
"StaticItemNames.maceNames[190]","Shadowcrusher","Stínový drtič"
"StaticItemNames.maceNames[191]","The Mallet of Doom","Kladivo záhuby"
"StaticItemNames.maceNames[192]","Mace of the Vengeful","Palice mstitelů"
"StaticItemNames.maceNames[193]","Ironpound","Železný úder"
"StaticItemNames.maceNames[194]","Blazestrike Mace","Plamenný úder palice"
"StaticItemNames.maceNames[195]","The Punisher","Trestající"
"StaticItemNames.maceNames[196]","Mace of the Red Dawn","Palice krvavého úsvitu"
"StaticItemNames.maceNames[197]","Stormmaul","Bouřná palice"
"StaticItemNames.maceNames[198]","Bonestrike","Kostěný úder"
"StaticItemNames.maceNames[199]","The Calamity","Kalámita"
"StaticItemNames.maceNames[200]","Mace of the Thornlands","Palice pichlavé krajiny"
"StaticItemNames.maceNames[201]","Warjudge","Válečný soudce"
"StaticItemNames.maceNames[202]","Frostgrinder","Mrazový drtič"
"StaticItemNames.maceNames[203]","The Hammerfist","Kladivová pěst"
"StaticItemNames.maceNames[204]","Mace of the Last Stand","Palice poslední obrany"
"StaticItemNames.maceNames[205]","Dreadcrusher","Hrůzový drtič"
"StaticItemNames.maceNames[206]","Ashenmaul","Popelavá palice"
"StaticItemNames.maceNames[207]","The Ruiner","Ničitel"
"StaticItemNames.maceNames[208]","Mace of the Endless War","Palice nekonečné války"
"StaticItemNames.maceNames[209]","Flamemaul","Ohnivá palice"
"StaticItemNames.maceNames[210]","Thunderstrike","Bleskový úder"
"StaticItemNames.maceNames[211]","The Boneclasp","Kostní spona"
"StaticItemNames.maceNames[212]","Mace of the Primal Hunt","Palice pradávného lovu"
"StaticItemNames.maceNames[213]","Grimclasp","Temný úchop"
"StaticItemNames.maceNames[214]","Voidmaul","Palice prázdnoty"
"StaticItemNames.maceNames[215]","The Fracture","Prasklina"
"StaticItemNames.maceNames[216]","Mace of the Breaker","Palice drtiče"
"StaticItemNames.maceNames[217]","Wargrinder","Válečný drtič"
"StaticItemNames.maceNames[218]","Hellcrusher","Pekelný drtič"
"StaticItemNames.maceNames[219]","The Crusher of Hope","Drtič naděje"
"StaticItemNames.maceNames[220]","Mace of the Crimson Path","Palice karmínové stezky"
"StaticItemNames.maceNames[221]","Earthclasp","Zemní úchop"
"StaticItemNames.maceNames[222]","Nightbound Mace","Noční vázaná palice"
"StaticItemNames.maceNames[223]","The Denting","Přitlačení"
"StaticItemNames.maceNames[224]","Mace of the Frostbound","Palice mrazem vázaná"
"StaticItemNames.maceNames[225]","Chaosmaul","Chaotická palice"
"StaticItemNames.maceNames[226]","Grimgrinder","Temný drtič"
"StaticItemNames.maceNames[227]","The Skulltaker","Odebírač lebek"
"StaticItemNames.maceNames[228]","Mace of the Searing Sun","Palice žhnoucího slunce"
"StaticItemNames.maceNames[229]","Irongrip Mace","Železný úchop palice"
"StaticItemNames.maceNames[230]","Doomstrike Maul","Úder záhuby"
"StaticItemNames.maceNames[231]","The Shockwave","Rázová vlna"
"StaticItemNames.maceNames[232]","Mace of the Bonefield","Palice kostního pole"
"StaticItemNames.maceNames[233]","Emberpound","Popelový úder"
"StaticItemNames.maceNames[234]","Stormbound Mace","Bouří vázaná palice"
"StaticItemNames.maceNames[235]","The Heavy Verdict","Těžký rozsudek"
"StaticItemNames.maceNames[236]","Mace of the Bloodforge","Palice krvavého kovadlení"
"StaticItemNames.maceNames[237]","Frostpound","Mrazivý úder"
"StaticItemNames.maceNames[238]","Ashbound Mace","Popelavě vázaná palice"
"StaticItemNames.maceNames[239]","The Ironclad Judgment","Rozsudek železného pláště"
"StaticItemNames.maceNames[240]","Mace of the Withered","Palice uvadlého"
"StaticItemNames.maceNames[241]","Blazebound Basher","Ohněm vázaný mlátič"
"StaticItemNames.maceNames[242]","Dreadmaul Strike","Hrůzný úder"
"StaticItemNames.maceNames[243]","The Annihilation","Zničení"
"StaticItemNames.maceNames[244]","Mace of the Broken Realm","Palice zlomené říše"
"StaticItemNames.maceNames[245]","Warbound Basher","Válečně vázaný mlátič"
"StaticItemNames.maceNames[246]","Thundergrip","Bleskový úchop"
"StaticItemNames.maceNames[247]","The Skullcap","Lebková čelenka"
"StaticItemNames.maceNames[248]","Mace of the Stormborn","Palice narozená ve vichru"
"StaticItemNames.maceNames[249]","Nightstrike Mace","Noční úderná palice"
"StaticItemNames.maceNames[250]","Grimpound","Temný úder"
"StaticItemNames.maceNames[251]","The Iron Maelstrom","Železný vír"
"StaticItemNames.maceNames[252]","Mace of the Ashen Path","Palice popelavé stezky"
"StaticItemNames.maceNames[253]","Stoneclasp","Kamenný úchop"
"StaticItemNames.maceNames[254]","Felcrusher","Diabolický drtič"
"StaticItemNames.maceNames[255]","The Bonecrushing Gavel","Kladivo drtící kosti"
"StaticItemNames.maceNames[256]","Mace of the Wraith","Palice přízraku"
"StaticItemNames.maceNames[257]","Flameclasp","Ohnivý úchop"
"StaticItemNames.maceNames[258]","Doomgrinder","Drtič záhuby"
"StaticItemNames.maceNames[259]","The Reaper's Mace","Palice kosce"
"StaticItemNames.maceNames[260]","Mace of the Iron Throne","Palice železného trůnu"
"StaticItemNames.maceNames[261]","Emberstrike Mace","Popelový úder"
"StaticItemNames.maceNames[262]","Frostclasp","Mrazivý úchop"
"StaticItemNames.maceNames[263]","The Wrath of Stone","Hněv kamene"
"StaticItemNames.maceNames[264]","Mace of the Runeforge","Palice runové kovárny"
"StaticItemNames.maceNames[265]","Warclasp","Válečný úchop"
"StaticItemNames.maceNames[266]","Grimstrike Mace","Temný úder palice"
"StaticItemNames.maceNames[267]","The Colossus Grip","Úchop obra"
"StaticItemNames.maceNames[268]","Mace of the Scarred Earth","Palice jizvené země"
"StaticItemNames.maceNames[269]","Thunderclasp","Bleskový úchop"
"StaticItemNames.maceNames[270]","Blazepound","Plamenný úder"
"StaticItemNames.maceNames[271]","The Undying Maul","Nesmrtelná palice"
"StaticItemNames.maceNames[272]","Mace of the Blighted Wood","Palice zkaženého lesa"
"StaticItemNames.maceNames[273]","Shadowbound Mace","Stínem vázaná palice"
"StaticItemNames.maceNames[274]","Doomclasp","Úchop záhuby"
"StaticItemNames.maceNames[275]","The Stone Verdict","Kamenný rozsudek"
"StaticItemNames.maceNames[276]","Mace of the Howling North","Palice řvoucího severu"
"StaticItemNames.maceNames[277]","Ironbound Maul","Železně vázaná palice"
"StaticItemNames.maceNames[278]","Ashstrike Mace","Popelový úder"
"StaticItemNames.maceNames[279]","The Breaker of Walls","Drtič zdí"
"StaticItemNames.maceNames[280]","Mace of the Burning Sky","Palice hořící oblohy"
"StaticItemNames.maceNames[281]","Flamegrinder","Plamenný drtič"
"StaticItemNames.maceNames[282]","Chaosbound Mace","Chaoticky vázaná palice"
"StaticItemNames.maceNames[283]","The Grinding Halt","Zastavení drcení"
"StaticItemNames.maceNames[284]","Mace of Woe","Palice trápení"
"StaticItemNames.maceNames[285]","Frosthammer Mace","Mrazivé kladivo"
"StaticItemNames.maceNames[286]","Emberclasp","Popelový úchop"
"StaticItemNames.maceNames[287]","The Final Blow","Poslední úder"
"StaticItemNames.maceNames[288]","Mace of the Forgotten","Palice zapomenutých"
"StaticItemNames.maceNames[289]","Thunderhammer","Bleskové kladivo"
"StaticItemNames.maceNames[290]","Grimfire Mace","Temný ohnivý úder"
"StaticItemNames.maceNames[291]","The Devastator","Ničitel"
"StaticItemNames.maceNames[292]","Mace of the Dreadlord","Palice hrůzného pána"
"StaticItemNames.maceNames[293]","Warfire Mace","Válečné ohnivé palice"
"StaticItemNames.maceNames[294]","Stonebound Maul","Kamenně vázaná palice"
"StaticItemNames.maceNames[295]","The Juggernaut","Železný drtič"
"StaticItemNames.maceNames[296]","Mace of the Windwalker","Palice chodce větru"
"StaticItemNames.maceNames[297]","Nightgrinder","Noční drtič"
"StaticItemNames.maceNames[298]","Duskstrike Mace","Úder soumraku"
"StaticItemNames.maceNames[299]","The Titan's Grip","Úchop titána"
"StaticItemNames.maceNames[300]","Mace of the Ironclad","Palice železného pláště"
"StaticItemNames.maceNames[301]","Blazeclasp","Plamenný úchop"
"StaticItemNames.maceNames[302]","Frostbound Maul","Mrazem vázaná palice"
"StaticItemNames.maceNames[303]","The Crater Maker","Tvůrce kráteru"
"StaticItemNames.maceNames[304]","Mace of the Warborn","Palice válečníků"
"StaticItemNames.maceNames[305]","Grimhammer Mace","Temné kladivo"
"StaticItemNames.maceNames[306]","Thunderbound Mace","Bleskem vázaná palice"
"StaticItemNames.maceNames[307]","The Shockstrike","Rázový úder"
"StaticItemNames.maceNames[308]","Mace of Sorrow","Palice smutku"
"StaticItemNames.maceNames[309]","Warmaul Strike","Úder válečné palice"
"StaticItemNames.maceNames[310]","Emberhammer Mace","Žhavé kladivo"
"StaticItemNames.maceNames[311]","The Earthshaker","Rozrážeč země"
"StaticItemNames.maceNames[312]","Mace of the Black Forest","Palice černého lesa"
"StaticItemNames.maceNames[313]","Ironstone Mace","Železokamenné kladivo"
"StaticItemNames.maceNames[314]","Shadowpound","Stínotluč"
"StaticItemNames.maceNames[315]","The Skull Verdict","Rozsudek lebky"
"StaticItemNames.maceNames[316]","Mace of the Wildlands","Palice divočiny"
"StaticItemNames.maceNames[317]","Doomhammer Strike","Úder kladiva záhuby"
"StaticItemNames.maceNames[318]","Ashgrinder","Popelový drtič"
"StaticItemNames.maceNames[319]","The Bonebreaker's Mace","Palice lámače kostí"
"StaticItemNames.maceNames[320]","Mace of the Savage Lands","Palice divoké země"
"StaticItemNames.maceNames[321]","Blazegrinder","Plamenný drtič"
"StaticItemNames.maceNames[322]","Thunderpound","Bleskotluč"
"StaticItemNames.maceNames[323]","The Merciless Maul","Nelítostná palice"
"StaticItemNames.maceNames[324]","Mace of the Fallen King","Palice padlého krále"
"StaticItemNames.maceNames[325]","Grimstone Maul","Temnokamenná palice"
"StaticItemNames.maceNames[326]","Frostgrip","Mrazivý úchop"
"StaticItemNames.maceNames[327]","The Mountain's Fist","Pěst hory"
"StaticItemNames.maceNames[328]","Mace of the Ancient","Palice dávného"
"StaticItemNames.maceNames[329]","Wargrip Mace","Válečný úchop"
"StaticItemNames.maceNames[330]","Emberpound Mace","Žhavý tluč"
"StaticItemNames.maceNames[331]","The Shattering Blow","Drtivý úder"
"StaticItemNames.maceNames[332]","Mace of the Eternal","Palice věčnosti"
"StaticItemNames.maceNames[333]","Dreadgrip","Hrůzostrašný úchop"
"StaticItemNames.maceNames[334]","Nightmaul Strike","Noční úder palice"
"StaticItemNames.maceNames[335]","The Quake","Zemětřesení"
"StaticItemNames.maceNames[336]","Mace of the Dark Throne","Palice temného trůnu"
"StaticItemNames.maceNames[337]","Chaosgrip","Chaotický úchop"
"StaticItemNames.maceNames[338]","Stonegrinder","Kamenný drtič"
"StaticItemNames.maceNames[339]","The Skullbane","Ničitel lebek"
"StaticItemNames.maceNames[340]","Mace of the Tempest","Palice vichru"
"StaticItemNames.maceNames[341]","Felgrinder","Ďábelský drtič"
"StaticItemNames.maceNames[342]","Ashpound Mace","Popelový úder kladiva"
"StaticItemNames.maceNames[343]","The Blacksmith's Fury","Zuřivost kováře"
"StaticItemNames.maceNames[344]","Mace of the Grim Lord","Palice temného pána"
"StaticItemNames.maceNames[345]","Irongrinder","Železný drtič"
"StaticItemNames.maceNames[346]","Blazebound Hammer","Plamenem vázané kladivo"
"StaticItemNames.maceNames[347]","The Last Judgment","Poslední soud"
"StaticItemNames.maceNames[348]","Mace of the Hollow","Palice dutiny"
"StaticItemNames.maceNames[349]","Stormgrinder","Bouřný drtič"
"StaticItemNames.maceNames[350]","Doomfire Mace","Kladivo záhuby"
"StaticItemNames.maceNames[351]","The Guillotine Maul","Úder gilotiny"
"StaticItemNames.maceNames[352]","Mace of the Sundered","Palice roztříštěných"
"StaticItemNames.maceNames[353]","Frostfire Mace","Mrazivý oheň kladivo"
"StaticItemNames.maceNames[354]","Warstone","Válečný kámen"
"StaticItemNames.maceNames[355]","The Verdict of Iron","Rozsudek železa"
"StaticItemNames.maceNames[356]","Mace of the Thunderborn","Palice bleskozrozených"
"StaticItemNames.maceNames[357]","Nightstrike Maul","Noční úder palice"
"StaticItemNames.maceNames[358]","Grimbound Mace","Temně vázaná palice"
"StaticItemNames.maceNames[359]","The Cataclysm","Kataklyzma"
"StaticItemNames.maceNames[360]","Mace of the Desolate","Palice pustiny"
"StaticItemNames.maceNames[361]","Emberstrike Maul","Žhavý úder palice"
"StaticItemNames.maceNames[362]","Thunderstrike Maul","Bleskový úder palice"
"StaticItemNames.maceNames[363]","The Render of Bone","Zničitel kostí"
"StaticItemNames.maceNames[364]","Mace of the Warlord","Palice válečníka"
"StaticItemNames.maceNames[365]","Shadowstrike Maul","Stínový úder palice"
"StaticItemNames.maceNames[366]","Frosthowl Mace","Mrazivý řev kladivo"
"StaticItemNames.maceNames[367]","The Earthen Gavel","Zemní kladivo"
"StaticItemNames.maceNames[368]","Mace of the Bloodhunt","Palice krvavého lovu"
"StaticItemNames.maceNames[369]","Duskmaul","Soumraková palice"
"StaticItemNames.maceNames[370]","Chaosbound Maul","Chaosem vázaná palice"
"StaticItemNames.maceNames[371]","The Bludgeon of Fate","Palice osudu"
"StaticItemNames.maceNames[372]","Mace of the Primal","Palice pradávna"
"StaticItemNames.maceNames[373]","Ironhowl Mace","Železný řev kladivo"
"StaticItemNames.maceNames[374]","Blazefire Mace","Plamenný oheň kladivo"
"StaticItemNames.maceNames[375]","The Titan's Judgment","Soud titána"
"StaticItemNames.maceNames[376]","Mace of the Hallowed","Palice svatých"
"StaticItemNames.maceNames[377]","Grimfire Maul","Temný oheň kladivo"
"StaticItemNames.maceNames[378]","Stormfire Mace","Bouřný oheň kladivo"
"StaticItemNames.maceNames[379]","The Pulverizing Grip","Drtící úchop"
"StaticItemNames.maceNames[380]","Mace of the Shattered Throne","Palice zlomeného trůnu"
"StaticItemNames.maceNames[381]","Warfire Maul","Válečný oheň kladivo"
"StaticItemNames.maceNames[382]","Ashborne Mace","Popelová palice"
"StaticItemNames.maceNames[383]","The Bonfire Maul","Palice ohnivého kotle"
"StaticItemNames.maceNames[384]","Mace of the Fallen Star","Palice padlé hvězdy"
"StaticItemNames.maceNames[385]","Voidcrusher","Drtič prázdnoty"
"StaticItemNames.maceNames[386]","Nightfire Mace","Noční oheň kladivo"
"StaticItemNames.maceNames[387]","The Heavy Hand","Těžká ruka"
"StaticItemNames.maceNames[388]","Mace of the Last Dawn","Palice posledního úsvitu"
"StaticItemNames.maceNames[389]","Frostfire Maul","Mrazivě ohnivá palice"
"StaticItemNames.maceNames[390]","Doomfire Maul","Kladivo záhublého ohně"
"StaticItemNames.maceNames[391]","The Iron Tempest","Železná bouře"
"StaticItemNames.maceNames[392]","Mace of the Broken Crown","Palice zlomené koruny"
"StaticItemNames.maceNames[393]","Emberfire Mace","Žhavý oheň kladivo"
"StaticItemNames.maceNames[394]","Stormstrike Mace","Bouřný úder kladiva"
"StaticItemNames.maceNames[395]","The Final Verdict","Poslední rozsudek"
"StaticItemNames.maceNames[396]","Mace of the Shadow Throne","Palice stínového trůnu"
"StaticItemNames.maceNames[397]","Thunderfire Mace","Bleskový oheň kladivo"
"StaticItemNames.maceNames[398]","Chaosfire Mace","Chaotický oheň kladivo"
"StaticItemNames.maceNames[399]","The Quaking Maul","Kmitající palice"
"StaticItemNames.maceNames[400]","Mace of the Endless Night","Palice nekonečné noci"
"StaticItemNames.maceNames[401]","Ashfire Mace","Popelový oheň kladivo"
"StaticItemNames.maceNames[402]","Voidbound Mace","Vázaná prázdnotou palice"
"StaticItemNames.maceNames[403]","The Mountain Breaker","Drtič hor"
"StaticItemNames.maceNames[404]","Mace of the Forsaken","Palice opuštěných"
"StaticItemNames.maceNames[405]","Grimfire Basher","Temný oheň mlátič"
"StaticItemNames.maceNames[406]","Warfire Basher","Válečný oheň mlátič"
"StaticItemNames.maceNames[407]","The Crushing Dawn","Drtivý úsvit"
"StaticItemNames.maceNames[408]","Mace of the Dire Wolf","Palice zlověstného vlka"
"StaticItemNames.maceNames[409]","Nightfire Maul","Noční oheň palice"
"StaticItemNames.maceNames[410]","Frostfire Basher","Mrazivý oheň mlátič"
"StaticItemNames.maceNames[411]","The Unforgiving","Nesmiřitelný"
"StaticItemNames.maceNames[412]","Mace of the Scarred Throne","Palice zrohovatého trůnu"
"StaticItemNames.maceNames[413]","Steelpound","Ocelový tluč"
"StaticItemNames.maceNames[414]","Volcanhammer","Vulkanické kladivo"
"StaticItemNames.maceNames[415]","The Granite Fist","Žulová pěst"
"StaticItemNames.maceNames[416]","Mace of the Barren Throne","Palice vyprahlého trůnu"
